
Current theta : [ 2.02181 , 0.407467 , -0.06949 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0.87	-nan(ind)	-nan(ind)	nan	2.02181	0.457467	-0.06949
0.88	-nan(ind)	-nan(ind)	nan	2.02181	0.457467	-0.06949
0.89	-nan(ind)	-nan(ind)	nan	2.02181	0.457467	-0.06949
0.9	-nan(ind)	-nan(ind)	nan	2.02181	0.457467	-0.06949
0.91	-nan(ind)	-nan(ind)	nan	2.02181	0.457467	-0.06949
0.92	-nan(ind)	-nan(ind)	nan	2.02181	0.457467	-0.06949
0.93	-nan(ind)	-nan(ind)	nan	2.02181	0.457467	-0.06949
0.94	-nan(ind)	-nan(ind)	nan	2.02181	0.457467	-0.06949
0.95	-nan(ind)	-nan(ind)	nan	2.02181	0.457467	-0.06949
0.96	-nan(ind)	-nan(ind)	nan	2.02181	0.457467	-0.06949
0.97	-nan(ind)	-nan(ind)	nan	2.02181	0.457467	-0.06949
0.98	-nan(ind)	-nan(ind)	nan	2.02181	0.457467	-0.06949
0.99	-nan(ind)	-nan(ind)	nan	2.02181	0.457467	-0.06949


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.2	0.279862	0.34398	2.02181	0.407467	-0.01949
0.01	0.479862	0.807034	1.2829	2.02181	0.407467	-0.01949
0.02	1.2869	2.38312	3.99128	2.02181	0.407467	-0.01949
0.03	3.67001	-10.2161	14.8466	2.02181	0.407467	-0.01949
0.04	-6.54605	572.001	586.885	2.02181	0.407467	-0.01949
0.05	565.455	-1.85796e+08	1.85796e+08	2.02181	0.407467	-0.01949
0.06	-1.85795e+08	6.53866e+24	6.53866e+24	2.02181	0.407467	-0.01949
0.07	6.53866e+24	-2.85002e+74	2.85002e+74	2.02181	0.407467	-0.01949
0.08	-2.85002e+74	2.36009e+223	inf	2.02181	0.407467	-0.01949
0.09	2.36009e+223	-inf	inf	2.02181	0.407467	-0.01949
0.1	-inf	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.11	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.12	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.13	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.14	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.15	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.16	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.17	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.18	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.19	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
0.2	-nan(ind)	-nan(ind)	nan	2.02181	0.407467	-0.01949
