Something 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
2387	3.77437e-12	3.77437e-12	5.33777e-12	14.0007	0	1
2388	3.73663e-12	3.73663e-12	5.28439e-12	14.0007	0	1
2389	3.69926e-12	3.69926e-12	5.23155e-12	14.0007	0	1
2390	3.66227e-12	3.66227e-12	5.17923e-12	14.0007	0	1
2391	3.62565e-12	3.62565e-12	5.12744e-12	14.0007	0	1
2392	3.58939e-12	3.58939e-12	5.07616e-12	14.0007	0	1
2393	3.5535e-12	3.5535e-12	5.0254e-12	14.0007	0	1
2394	3.51796e-12	3.51796e-12	4.97515e-12	14.0007	0	1
2395	3.48278e-12	3.48278e-12	4.9254e-12	14.0007	0	1
2396	3.44795e-12	3.44795e-12	4.87614e-12	14.0007	0	1
2397	3.41347e-12	3.41347e-12	4.82738e-12	14.0007	0	1
2398	3.37934e-12	3.37934e-12	4.77911e-12	14.0007	0	1
2399	3.34555e-12	3.34555e-12	4.73132e-12	14.0007	0	1
2400	3.31209e-12	3.31209e-12	4.684e-12	14.0007	0	1
2401	3.27897e-12	3.27897e-12	4.63716e-12	14.0007	0	1
2402	3.24618e-12	3.24618e-12	4.59079e-12	14.0007	0	1
2403	3.21372e-12	3.21372e-12	4.54488e-12	14.0007	0	1
2404	3.18158e-12	3.18158e-12	4.49944e-12	14.0007	0	1
2405	3.14977e-12	3.14977e-12	4.45444e-12	14.0007	0	1
2406	3.11827e-12	3.11827e-12	4.4099e-12	14.0007	0	1
2407	3.08709e-12	3.08709e-12	4.3658e-12	14.0007	0	1
2408	3.05621e-12	3.05621e-12	4.32214e-12	14.0007	0	1
2409	3.02565e-12	3.02565e-12	4.27892e-12	14.0007	0	1
2410	2.9954e-12	2.9954e-12	4.23613e-12	14.0007	0	1
2411	2.96544e-12	2.96544e-12	4.19377e-12	14.0007	0	1
2412	2.93579e-12	2.93579e-12	4.15183e-12	14.0007	0	1
2413	2.90643e-12	2.90643e-12	4.11031e-12	14.0007	0	1
2414	2.87736e-12	2.87736e-12	4.06921e-12	14.0007	0	1
2415	2.84859e-12	2.84859e-12	4.02852e-12	14.0007	0	1
2416	2.82011e-12	2.82011e-12	3.98823e-12	14.0007	0	1
2417	2.7919e-12	2.7919e-12	3.94835e-12	14.0007	0	1
2418	2.76399e-12	2.76399e-12	3.90887e-12	14.0007	0	1
2419	2.73635e-12	2.73635e-12	3.86978e-12	14.0007	0	1
2420	2.70898e-12	2.70898e-12	3.83108e-12	14.0007	0	1
2421	2.68189e-12	2.68189e-12	3.79277e-12	14.0007	0	1
2422	2.65507e-12	2.65507e-12	3.75484e-12	14.0007	0	1
2423	2.62852e-12	2.62852e-12	3.71729e-12	14.0007	0	1
2424	2.60224e-12	2.60224e-12	3.68012e-12	14.0007	0	1
2425	2.57621e-12	2.57621e-12	3.64332e-12	14.0007	0	1
2426	2.55045e-12	2.55045e-12	3.60688e-12	14.0007	0	1
2427	2.52495e-12	2.52495e-12	3.57082e-12	14.0007	0	1
2428	2.4997e-12	2.4997e-12	3.53511e-12	14.0007	0	1
2429	2.4747e-12	2.4747e-12	3.49976e-12	14.0007	0	1
2430	2.44995e-12	2.44995e-12	3.46476e-12	14.0007	0	1
2431	2.42546e-12	2.42546e-12	3.43011e-12	14.0007	0	1
2432	2.4012e-12	2.4012e-12	3.39581e-12	14.0007	0	1
2433	2.37719e-12	2.37719e-12	3.36185e-12	14.0007	0	1
2434	2.35342e-12	2.35342e-12	3.32823e-12	14.0007	0	1
2435	2.32988e-12	2.32988e-12	3.29495e-12	14.0007	0	1
2436	2.30658e-12	2.30658e-12	3.262e-12	14.0007	0	1
2437	2.28352e-12	2.28352e-12	3.22938e-12	14.0007	0	1
2438	2.26068e-12	2.26068e-12	3.19709e-12	14.0007	0	1
2439	2.23808e-12	2.23808e-12	3.16512e-12	14.0007	0	1
2440	2.2157e-12	2.2157e-12	3.13347e-12	14.0007	0	1
2441	2.19354e-12	2.19354e-12	3.10213e-12	14.0007	0	1
2442	2.1716e-12	2.1716e-12	3.07111e-12	14.0007	0	1
2443	2.14989e-12	2.14989e-12	3.0404e-12	14.0007	0	1
2444	2.12839e-12	2.12839e-12	3.01e-12	14.0007	0	1
2445	2.1071e-12	2.1071e-12	2.9799e-12	14.0007	0	1
2446	2.08603e-12	2.08603e-12	2.9501e-12	14.0007	0	1
2447	2.06517e-12	2.06517e-12	2.9206e-12	14.0007	0	1
2448	2.04452e-12	2.04452e-12	2.89139e-12	14.0007	0	1
2449	2.02408e-12	2.02408e-12	2.86248e-12	14.0007	0	1
2450	2.00384e-12	2.00384e-12	2.83385e-12	14.0007	0	1
2451	1.9838e-12	1.9838e-12	2.80551e-12	14.0007	0	1
2452	1.96396e-12	1.96396e-12	2.77746e-12	14.0007	0	1
2453	1.94432e-12	1.94432e-12	2.74968e-12	14.0007	0	1
2454	1.92488e-12	1.92488e-12	2.72219e-12	14.0007	0	1
2455	1.90563e-12	1.90563e-12	2.69496e-12	14.0007	0	1
2456	1.88657e-12	1.88657e-12	2.66801e-12	14.0007	0	1
2457	1.86771e-12	1.86771e-12	2.64133e-12	14.0007	0	1
2458	1.84903e-12	1.84903e-12	2.61492e-12	14.0007	0	1
2459	1.83054e-12	1.83054e-12	2.58877e-12	14.0007	0	1
2460	1.81223e-12	1.81223e-12	2.56288e-12	14.0007	0	1
2461	1.79411e-12	1.79411e-12	2.53725e-12	14.0007	0	1
2462	1.77617e-12	1.77617e-12	2.51188e-12	14.0007	0	1
2463	1.75841e-12	1.75841e-12	2.48676e-12	14.0007	0	1
2464	1.74082e-12	1.74082e-12	2.4619e-12	14.0007	0	1
2465	1.72342e-12	1.72342e-12	2.43728e-12	14.0007	0	1
2466	1.70618e-12	1.70618e-12	2.4129e-12	14.0007	0	1
2467	1.68912e-12	1.68912e-12	2.38878e-12	14.0007	0	1
2468	1.67223e-12	1.67223e-12	2.36489e-12	14.0007	0	1
2469	1.65551e-12	1.65551e-12	2.34124e-12	14.0007	0	1
2470	1.63895e-12	1.63895e-12	2.31783e-12	14.0007	0	1
2471	1.62256e-12	1.62256e-12	2.29465e-12	14.0007	0	1
2472	1.60634e-12	1.60634e-12	2.2717e-12	14.0007	0	1
2473	1.59027e-12	1.59027e-12	2.24898e-12	14.0007	0	1
2474	1.57437e-12	1.57437e-12	2.22649e-12	14.0007	0	1
2475	1.55863e-12	1.55863e-12	2.20423e-12	14.0007	0	1
2476	1.54304e-12	1.54304e-12	2.18219e-12	14.0007	0	1
2477	1.52761e-12	1.52761e-12	2.16037e-12	14.0007	0	1
2478	1.51233e-12	1.51233e-12	2.13876e-12	14.0007	0	1
2479	1.49721e-12	1.49721e-12	2.11737e-12	14.0007	0	1
2480	1.48224e-12	1.48224e-12	2.0962e-12	14.0007	0	1
2481	1.46742e-12	1.46742e-12	2.07524e-12	14.0007	0	1
2482	1.45274e-12	1.45274e-12	2.05449e-12	14.0007	0	1
2483	1.43821e-12	1.43821e-12	2.03394e-12	14.0007	0	1
2484	1.42383e-12	1.42383e-12	2.0136e-12	14.0007	0	1
2485	1.40959e-12	1.40959e-12	1.99347e-12	14.0007	0	1
2486	1.3955e-12	1.3955e-12	1.97353e-12	14.0007	0	1
2487	1.38154e-12	1.38154e-12	1.9538e-12	14.0007	0	1
2488	1.36773e-12	1.36773e-12	1.93426e-12	14.0007	0	1
2489	1.35405e-12	1.35405e-12	1.91492e-12	14.0007	0	1
2490	1.34051e-12	1.34051e-12	1.89577e-12	14.0007	0	1
2491	1.3271e-12	1.3271e-12	1.87681e-12	14.0007	0	1
2492	1.31383e-12	1.31383e-12	1.85804e-12	14.0007	0	1
2493	1.30069e-12	1.30069e-12	1.83946e-12	14.0007	0	1
2494	1.28769e-12	1.28769e-12	1.82107e-12	14.0007	0	1
2495	1.27481e-12	1.27481e-12	1.80285e-12	14.0007	0	1
2496	1.26206e-12	1.26206e-12	1.78483e-12	14.0007	0	1
2497	1.24944e-12	1.24944e-12	1.76698e-12	14.0007	0	1
2498	1.23695e-12	1.23695e-12	1.74931e-12	14.0007	0	1
2499	1.22458e-12	1.22458e-12	1.73181e-12	14.0007	0	1
2500	1.21233e-12	1.21233e-12	1.7145e-12	14.0007	0	1
2501	1.20021e-12	1.20021e-12	1.69735e-12	14.0007	0	1
2502	1.18821e-12	1.18821e-12	1.68038e-12	14.0007	0	1
2503	1.17632e-12	1.17632e-12	1.66357e-12	14.0007	0	1
2504	1.16456e-12	1.16456e-12	1.64694e-12	14.0007	0	1
2505	1.15292e-12	1.15292e-12	1.63047e-12	14.0007	0	1
2506	1.14139e-12	1.14139e-12	1.61416e-12	14.0007	0	1
2507	1.12997e-12	1.12997e-12	1.59802e-12	14.0007	0	1
2508	1.11867e-12	1.11867e-12	1.58204e-12	14.0007	0	1
2509	1.10749e-12	1.10749e-12	1.56622e-12	14.0007	0	1
2510	1.09641e-12	1.09641e-12	1.55056e-12	14.0007	0	1
2511	1.08545e-12	1.08545e-12	1.53505e-12	14.0007	0	1
2512	1.07459e-12	1.07459e-12	1.5197e-12	14.0007	0	1
2513	1.06385e-12	1.06385e-12	1.50451e-12	14.0007	0	1
2514	1.05321e-12	1.05321e-12	1.48946e-12	14.0007	0	1
2515	1.04268e-12	1.04268e-12	1.47457e-12	14.0007	0	1
2516	1.03225e-12	1.03225e-12	1.45982e-12	14.0007	0	1
2517	1.02193e-12	1.02193e-12	1.44522e-12	14.0007	0	1
2518	1.01171e-12	1.01171e-12	1.43077e-12	14.0007	0	1
2519	1.00159e-12	1.00159e-12	1.41646e-12	14.0007	0	1
2520	9.91575e-13	9.91575e-13	1.4023e-12	14.0007	0	1
2521	9.81659e-13	9.81659e-13	1.38828e-12	14.0007	0	1
2522	9.71843e-13	9.71843e-13	1.37439e-12	14.0007	0	1
2523	9.62124e-13	9.62124e-13	1.36065e-12	14.0007	0	1
2524	9.52503e-13	9.52503e-13	1.34704e-12	14.0007	0	1
2525	9.42978e-13	9.42978e-13	1.33357e-12	14.0007	0	1
2526	9.33548e-13	9.33548e-13	1.32024e-12	14.0007	0	1
2527	9.24213e-13	9.24213e-13	1.30703e-12	14.0007	0	1
2528	9.14971e-13	9.14971e-13	1.29396e-12	14.0007	0	1
2529	9.05821e-13	9.05821e-13	1.28102e-12	14.0007	0	1
2530	8.96763e-13	8.96763e-13	1.26821e-12	14.0007	0	1
2531	8.87795e-13	8.87795e-13	1.25553e-12	14.0007	0	1
2532	8.78917e-13	8.78917e-13	1.24298e-12	14.0007	0	1
2533	8.70128e-13	8.70128e-13	1.23055e-12	14.0007	0	1
2534	8.61427e-13	8.61427e-13	1.21824e-12	14.0007	0	1
2535	8.52812e-13	8.52812e-13	1.20606e-12	14.0007	0	1
2536	8.44284e-13	8.44284e-13	1.194e-12	14.0007	0	1
2537	8.35841e-13	8.35841e-13	1.18206e-12	14.0007	0	1
2538	8.27483e-13	8.27483e-13	1.17024e-12	14.0007	0	1
2539	8.19208e-13	8.19208e-13	1.15854e-12	14.0007	0	1
2540	8.11016e-13	8.11016e-13	1.14695e-12	14.0007	0	1
2541	8.02906e-13	8.02906e-13	1.13548e-12	14.0007	0	1
2542	7.94877e-13	7.94877e-13	1.12413e-12	14.0007	0	1
2543	7.86928e-13	7.86928e-13	1.11288e-12	14.0007	0	1
2544	7.79059e-13	7.79059e-13	1.10176e-12	14.0007	0	1
2545	7.71268e-13	7.71268e-13	1.09074e-12	14.0007	0	1
2546	7.63556e-13	7.63556e-13	1.07983e-12	14.0007	0	1
2547	7.5592e-13	7.5592e-13	1.06903e-12	14.0007	0	1
2548	7.48361e-13	7.48361e-13	1.05834e-12	14.0007	0	1
2549	7.40877e-13	7.40877e-13	1.04776e-12	14.0007	0	1
2550	7.33468e-13	7.33468e-13	1.03728e-12	14.0007	0	1
2551	7.26134e-13	7.26134e-13	1.02691e-12	14.0007	0	1
2552	7.18872e-13	7.18872e-13	1.01664e-12	14.0007	0	1
2553	7.11684e-13	7.11684e-13	1.00647e-12	14.0007	0	1
2554	7.04567e-13	7.04567e-13	9.96408e-13	14.0007	0	1
2555	6.97521e-13	6.97521e-13	9.86444e-13	14.0007	0	1
2556	6.90546e-13	6.90546e-13	9.76579e-13	14.0007	0	1
2557	6.8364e-13	6.8364e-13	9.66814e-13	14.0007	0	1
2558	6.76804e-13	6.76804e-13	9.57146e-13	14.0007	0	1
2559	6.70036e-13	6.70036e-13	9.47574e-13	14.0007	0	1
2560	6.63336e-13	6.63336e-13	9.38098e-13	14.0007	0	1
2561	6.56702e-13	6.56702e-13	9.28717e-13	14.0007	0	1
2562	6.50135e-13	6.50135e-13	9.1943e-13	14.0007	0	1
2563	6.43634e-13	6.43634e-13	9.10236e-13	14.0007	0	1
2564	6.37198e-13	6.37198e-13	9.01134e-13	14.0007	0	1
2565	6.30826e-13	6.30826e-13	8.92122e-13	14.0007	0	1
2566	6.24517e-13	6.24517e-13	8.83201e-13	14.0007	0	1
2567	6.18272e-13	6.18272e-13	8.74369e-13	14.0007	0	1
2568	6.12089e-13	6.12089e-13	8.65625e-13	14.0007	0	1
2569	6.05969e-13	6.05969e-13	8.56969e-13	14.0007	0	1
2570	5.99909e-13	5.99909e-13	8.48399e-13	14.0007	0	1
2571	5.9391e-13	5.9391e-13	8.39915e-13	14.0007	0	1
2572	5.87971e-13	5.87971e-13	8.31516e-13	14.0007	0	1
2573	5.82091e-13	5.82091e-13	8.23201e-13	14.0007	0	1
2574	5.7627e-13	5.7627e-13	8.14969e-13	14.0007	0	1
2575	5.70507e-13	5.70507e-13	8.06819e-13	14.0007	0	1
2576	5.64802e-13	5.64802e-13	7.98751e-13	14.0007	0	1
2577	5.59154e-13	5.59154e-13	7.90764e-13	14.0007	0	1
2578	5.53563e-13	5.53563e-13	7.82856e-13	14.0007	0	1
2579	5.48027e-13	5.48027e-13	7.75027e-13	14.0007	0	1
2580	5.42547e-13	5.42547e-13	7.67277e-13	14.0007	0	1
2581	5.37121e-13	5.37121e-13	7.59604e-13	14.0007	0	1
2582	5.3175e-13	5.3175e-13	7.52008e-13	14.0007	0	1
2583	5.26433e-13	5.26433e-13	7.44488e-13	14.0007	0	1
2584	5.21168e-13	5.21168e-13	7.37043e-13	14.0007	0	1
2585	5.15957e-13	5.15957e-13	7.29673e-13	14.0007	0	1
2586	5.10797e-13	5.10797e-13	7.22376e-13	14.0007	0	1
2587	5.05689e-13	5.05689e-13	7.15152e-13	14.0007	0	1
2588	5.00632e-13	5.00632e-13	7.08001e-13	14.0007	0	1
2589	4.95626e-13	4.95626e-13	7.00921e-13	14.0007	0	1
2590	4.9067e-13	4.9067e-13	6.93912e-13	14.0007	0	1
2591	4.85763e-13	4.85763e-13	6.86973e-13	14.0007	0	1
2592	4.80905e-13	4.80905e-13	6.80103e-13	14.0007	0	1
2593	4.76096e-13	4.76096e-13	6.73302e-13	14.0007	0	1
2594	4.71335e-13	4.71335e-13	6.66569e-13	14.0007	0	1
2595	4.66622e-13	4.66622e-13	6.59903e-13	14.0007	0	1
2596	4.61956e-13	4.61956e-13	6.53304e-13	14.0007	0	1
2597	4.57336e-13	4.57336e-13	6.46771e-13	14.0007	0	1
2598	4.52763e-13	4.52763e-13	6.40303e-13	14.0007	0	1
2599	4.48235e-13	4.48235e-13	6.339e-13	14.0007	0	1
2600	4.43753e-13	4.43753e-13	6.27561e-13	14.0007	0	1
2601	4.39315e-13	4.39315e-13	6.21286e-13	14.0007	0	1
2602	4.34922e-13	4.34922e-13	6.15073e-13	14.0007	0	1
2603	4.30573e-13	4.30573e-13	6.08922e-13	14.0007	0	1
2604	4.26267e-13	4.26267e-13	6.02833e-13	14.0007	0	1
2605	4.22005e-13	4.22005e-13	5.96805e-13	14.0007	0	1
2606	4.17784e-13	4.17784e-13	5.90836e-13	14.0007	0	1
2607	4.13607e-13	4.13607e-13	5.84928e-13	14.0007	0	1
2608	4.09471e-13	4.09471e-13	5.79079e-13	14.0007	0	1
2609	4.05376e-13	4.05376e-13	5.73288e-13	14.0007	0	1
2610	4.01322e-13	4.01322e-13	5.67555e-13	14.0007	0	1
2611	3.97309e-13	3.97309e-13	5.6188e-13	14.0007	0	1
2612	3.93336e-13	3.93336e-13	5.56261e-13	14.0007	0	1
2613	3.89402e-13	3.89402e-13	5.50698e-13	14.0007	0	1
2614	3.85508e-13	3.85508e-13	5.45191e-13	14.0007	0	1
2615	3.81653e-13	3.81653e-13	5.39739e-13	14.0007	0	1
2616	3.77837e-13	3.77837e-13	5.34342e-13	14.0007	0	1
2617	3.74058e-13	3.74058e-13	5.28999e-13	14.0007	0	1
2618	3.70318e-13	3.70318e-13	5.23709e-13	14.0007	0	1
2619	3.66615e-13	3.66615e-13	5.18471e-13	14.0007	0	1
2620	3.62949e-13	3.62949e-13	5.13287e-13	14.0007	0	1
2621	3.59319e-13	3.59319e-13	5.08154e-13	14.0007	0	1
2622	3.55726e-13	3.55726e-13	5.03072e-13	14.0007	0	1
2623	3.52169e-13	3.52169e-13	4.98042e-13	14.0007	0	1
2624	3.48647e-13	3.48647e-13	4.93061e-13	14.0007	0	1
2625	3.4516e-13	3.4516e-13	4.88131e-13	14.0007	0	1
2626	3.41709e-13	3.41709e-13	4.83249e-13	14.0007	0	1
2627	3.38292e-13	3.38292e-13	4.78417e-13	14.0007	0	1
2628	3.34909e-13	3.34909e-13	4.73633e-13	14.0007	0	1
2629	3.3156e-13	3.3156e-13	4.68896e-13	14.0007	0	1
2630	3.28244e-13	3.28244e-13	4.64207e-13	14.0007	0	1
2631	3.24962e-13	3.24962e-13	4.59565e-13	14.0007	0	1
2632	3.21712e-13	3.21712e-13	4.5497e-13	14.0007	0	1
2633	3.18495e-13	3.18495e-13	4.5042e-13	14.0007	0	1
2634	3.1531e-13	3.1531e-13	4.45916e-13	14.0007	0	1
2635	3.12157e-13	3.12157e-13	4.41457e-13	14.0007	0	1
2636	3.09035e-13	3.09035e-13	4.37042e-13	14.0007	0	1
2637	3.05945e-13	3.05945e-13	4.32672e-13	14.0007	0	1
2638	3.02886e-13	3.02886e-13	4.28345e-13	14.0007	0	1
2639	2.99857e-13	2.99857e-13	4.24061e-13	14.0007	0	1
2640	2.96858e-13	2.96858e-13	4.19821e-13	14.0007	0	1
2641	2.9389e-13	2.9389e-13	4.15623e-13	14.0007	0	1
2642	2.90951e-13	2.90951e-13	4.11466e-13	14.0007	0	1
2643	2.88041e-13	2.88041e-13	4.07352e-13	14.0007	0	1
2644	2.85161e-13	2.85161e-13	4.03278e-13	14.0007	0	1
2645	2.82309e-13	2.82309e-13	3.99245e-13	14.0007	0	1
2646	2.79486e-13	2.79486e-13	3.95253e-13	14.0007	0	1
2647	2.76691e-13	2.76691e-13	3.913e-13	14.0007	0	1
2648	2.73924e-13	2.73924e-13	3.87387e-13	14.0007	0	1
2649	2.71185e-13	2.71185e-13	3.83514e-13	14.0007	0	1
2650	2.68473e-13	2.68473e-13	3.79678e-13	14.0007	0	1
2651	2.65788e-13	2.65788e-13	3.75882e-13	14.0007	0	1
2652	2.63131e-13	2.63131e-13	3.72123e-13	14.0007	0	1
2653	2.60499e-13	2.60499e-13	3.68402e-13	14.0007	0	1
2654	2.57894e-13	2.57894e-13	3.64718e-13	14.0007	0	1
2655	2.55315e-13	2.55315e-13	3.6107e-13	14.0007	0	1
2656	2.52762e-13	2.52762e-13	3.5746e-13	14.0007	0	1
2657	2.50235e-13	2.50235e-13	3.53885e-13	14.0007	0	1
2658	2.47732e-13	2.47732e-13	3.50346e-13	14.0007	0	1
2659	2.45255e-13	2.45255e-13	3.46843e-13	14.0007	0	1
2660	2.42802e-13	2.42802e-13	3.43374e-13	14.0007	0	1
2661	2.40374e-13	2.40374e-13	3.39941e-13	14.0007	0	1
2662	2.37971e-13	2.37971e-13	3.36541e-13	14.0007	0	1
2663	2.35591e-13	2.35591e-13	3.33176e-13	14.0007	0	1
2664	2.33235e-13	2.33235e-13	3.29844e-13	14.0007	0	1
2665	2.30903e-13	2.30903e-13	3.26546e-13	14.0007	0	1
2666	2.28594e-13	2.28594e-13	3.2328e-13	14.0007	0	1
2667	2.26308e-13	2.26308e-13	3.20047e-13	14.0007	0	1
2668	2.24045e-13	2.24045e-13	3.16847e-13	14.0007	0	1
2669	2.21804e-13	2.21804e-13	3.13678e-13	14.0007	0	1
2670	2.19586e-13	2.19586e-13	3.10542e-13	14.0007	0	1
2671	2.1739e-13	2.1739e-13	3.07436e-13	14.0007	0	1
2672	2.15216e-13	2.15216e-13	3.04362e-13	14.0007	0	1
2673	2.13064e-13	2.13064e-13	3.01318e-13	14.0007	0	1
2674	2.10933e-13	2.10933e-13	2.98305e-13	14.0007	0	1
2675	2.08824e-13	2.08824e-13	2.95322e-13	14.0007	0	1
2676	2.06736e-13	2.06736e-13	2.92369e-13	14.0007	0	1
2677	2.04669e-13	2.04669e-13	2.89445e-13	14.0007	0	1
2678	2.02622e-13	2.02622e-13	2.86551e-13	14.0007	0	1
2679	2.00596e-13	2.00596e-13	2.83685e-13	14.0007	0	1
2680	1.9859e-13	1.9859e-13	2.80848e-13	14.0007	0	1
2681	1.96604e-13	1.96604e-13	2.7804e-13	14.0007	0	1
2682	1.94638e-13	1.94638e-13	2.75259e-13	14.0007	0	1
2683	1.92691e-13	1.92691e-13	2.72507e-13	14.0007	0	1
2684	1.90764e-13	1.90764e-13	2.69782e-13	14.0007	0	1
2685	1.88857e-13	1.88857e-13	2.67084e-13	14.0007	0	1
2686	1.86968e-13	1.86968e-13	2.64413e-13	14.0007	0	1
2687	1.85099e-13	1.85099e-13	2.61769e-13	14.0007	0	1
2688	1.83248e-13	1.83248e-13	2.59151e-13	14.0007	0	1
2689	1.81415e-13	1.81415e-13	2.5656e-13	14.0007	0	1
2690	1.79601e-13	1.79601e-13	2.53994e-13	14.0007	0	1
2691	1.77805e-13	1.77805e-13	2.51454e-13	14.0007	0	1
2692	1.76027e-13	1.76027e-13	2.4894e-13	14.0007	0	1
2693	1.74267e-13	1.74267e-13	2.4645e-13	14.0007	0	1
2694	1.72524e-13	1.72524e-13	2.43986e-13	14.0007	0	1
2695	1.70799e-13	1.70799e-13	2.41546e-13	14.0007	0	1
2696	1.69091e-13	1.69091e-13	2.3913e-13	14.0007	0	1
2697	1.674e-13	1.674e-13	2.36739e-13	14.0007	0	1
2698	1.65726e-13	1.65726e-13	2.34372e-13	14.0007	0	1
2699	1.64069e-13	1.64069e-13	2.32028e-13	14.0007	0	1
2700	1.62428e-13	1.62428e-13	2.29708e-13	14.0007	0	1
2701	1.60804e-13	1.60804e-13	2.27411e-13	14.0007	0	1
2702	1.59196e-13	1.59196e-13	2.25137e-13	14.0007	0	1
2703	1.57604e-13	1.57604e-13	2.22885e-13	14.0007	0	1
2704	1.56028e-13	1.56028e-13	2.20656e-13	14.0007	0	1
2705	1.54467e-13	1.54467e-13	2.1845e-13	14.0007	0	1
2706	1.52923e-13	1.52923e-13	2.16265e-13	14.0007	0	1
2707	1.51393e-13	1.51393e-13	2.14103e-13	14.0007	0	1
2708	1.49879e-13	1.49879e-13	2.11962e-13	14.0007	0	1
2709	1.48381e-13	1.48381e-13	2.09842e-13	14.0007	0	1
2710	1.46897e-13	1.46897e-13	2.07744e-13	14.0007	0	1
2711	1.45428e-13	1.45428e-13	2.05666e-13	14.0007	0	1
2712	1.43974e-13	1.43974e-13	2.03609e-13	14.0007	0	1
2713	1.42534e-13	1.42534e-13	2.01573e-13	14.0007	0	1
2714	1.41109e-13	1.41109e-13	1.99558e-13	14.0007	0	1
2715	1.39697e-13	1.39697e-13	1.97562e-13	14.0007	0	1
2716	1.383e-13	1.383e-13	1.95586e-13	14.0007	0	1
2717	1.36917e-13	1.36917e-13	1.93631e-13	14.0007	0	1
2718	1.35548e-13	1.35548e-13	1.91694e-13	14.0007	0	1
2719	1.34193e-13	1.34193e-13	1.89777e-13	14.0007	0	1
2720	1.32851e-13	1.32851e-13	1.8788e-13	14.0007	0	1
2721	1.31522e-13	1.31522e-13	1.86001e-13	14.0007	0	1
2722	1.30207e-13	1.30207e-13	1.84141e-13	14.0007	0	1
2723	1.28905e-13	1.28905e-13	1.82299e-13	14.0007	0	1
2724	1.27616e-13	1.27616e-13	1.80476e-13	14.0007	0	1
2725	1.2634e-13	1.2634e-13	1.78672e-13	14.0007	0	1
2726	1.25076e-13	1.25076e-13	1.76885e-13	14.0007	0	1
2727	1.23826e-13	1.23826e-13	1.75116e-13	14.0007	0	1
2728	1.22587e-13	1.22587e-13	1.73365e-13	14.0007	0	1
2729	1.21362e-13	1.21362e-13	1.71631e-13	14.0007	0	1
2730	1.20148e-13	1.20148e-13	1.69915e-13	14.0007	0	1
2731	1.18946e-13	1.18946e-13	1.68216e-13	14.0007	0	1
2732	1.17757e-13	1.17757e-13	1.66534e-13	14.0007	0	1
2733	1.16579e-13	1.16579e-13	1.64868e-13	14.0007	0	1
2734	1.15414e-13	1.15414e-13	1.6322e-13	14.0007	0	1
2735	1.1426e-13	1.1426e-13	1.61587e-13	14.0007	0	1
2736	1.13117e-13	1.13117e-13	1.59971e-13	14.0007	0	1
2737	1.11986e-13	1.11986e-13	1.58372e-13	14.0007	0	1
2738	1.10866e-13	1.10866e-13	1.56788e-13	14.0007	0	1
2739	1.09757e-13	1.09757e-13	1.5522e-13	14.0007	0	1
2740	1.0866e-13	1.0866e-13	1.53668e-13	14.0007	0	1
2741	1.07573e-13	1.07573e-13	1.52131e-13	14.0007	0	1
2742	1.06497e-13	1.06497e-13	1.5061e-13	14.0007	0	1
2743	1.05432e-13	1.05432e-13	1.49104e-13	14.0007	0	1
2744	1.04378e-13	1.04378e-13	1.47613e-13	14.0007	0	1
2745	1.03334e-13	1.03334e-13	1.46137e-13	14.0007	0	1
2746	1.02301e-13	1.02301e-13	1.44675e-13	14.0007	0	1
2747	1.01278e-13	1.01278e-13	1.43229e-13	14.0007	0	1
2748	1.00265e-13	1.00265e-13	1.41796e-13	14.0007	0	1
2749	9.92625e-14	9.92625e-14	1.40378e-13	14.0007	0	1
2750	9.82699e-14	9.82699e-14	1.38975e-13	14.0007	0	1
2751	9.72872e-14	9.72872e-14	1.37585e-13	14.0007	0	1
2752	9.63143e-14	9.63143e-14	1.36209e-13	14.0007	0	1
2753	9.53511e-14	9.53511e-14	1.34847e-13	14.0007	0	1
2754	9.43976e-14	9.43976e-14	1.33498e-13	14.0007	0	1
2755	9.34537e-14	9.34537e-14	1.32163e-13	14.0007	0	1
2756	9.25191e-14	9.25191e-14	1.30842e-13	14.0007	0	1
2757	9.15939e-14	9.15939e-14	1.29533e-13	14.0007	0	1
2758	9.0678e-14	9.0678e-14	1.28238e-13	14.0007	0	1
2759	8.97712e-14	8.97712e-14	1.26956e-13	14.0007	0	1
2760	8.88735e-14	8.88735e-14	1.25686e-13	14.0007	0	1
2761	8.79848e-14	8.79848e-14	1.24429e-13	14.0007	0	1
2762	8.71049e-14	8.71049e-14	1.23185e-13	14.0007	0	1
2763	8.62339e-14	8.62339e-14	1.21953e-13	14.0007	0	1
2764	8.53715e-14	8.53715e-14	1.20734e-13	14.0007	0	1
2765	8.45178e-14	8.45178e-14	1.19526e-13	14.0007	0	1
2766	8.36726e-14	8.36726e-14	1.18331e-13	14.0007	0	1
2767	8.28359e-14	8.28359e-14	1.17148e-13	14.0007	0	1
2768	8.20076e-14	8.20076e-14	1.15976e-13	14.0007	0	1
2769	8.11875e-14	8.11875e-14	1.14816e-13	14.0007	0	1
2770	8.03756e-14	8.03756e-14	1.13668e-13	14.0007	0	1
2771	7.95718e-14	7.95718e-14	1.12532e-13	14.0007	0	1
2772	7.87761e-14	7.87761e-14	1.11406e-13	14.0007	0	1
2773	7.79884e-14	7.79884e-14	1.10292e-13	14.0007	0	1
2774	7.72085e-14	7.72085e-14	1.09189e-13	14.0007	0	1
